Route,Departing Port,Arriving Port,Airline,Month,Sectors Scheduled,Sectors Flown,Cancellations,Departures On Time,Arrivals On Time,Departures Delayed,Arrivals Delayed,"OnTime Departures(%)","OnTime Arrivals(%)","Cancellations(%)"
Melbourne-Canberra,Melbourne,Canberra,QantasLink,Feb-20, 44, 39, 5, 33, 31, 6, 8,84.6,79.5,11.4
Melbourne-Launceston,Melbourne,Launceston,QantasLink,Feb-20, 109, 106, 3, 86, 88, 20, 18,81.1,83.0,2.8
Melbourne-Mildura,Melbourne,Mildura,QantasLink,Feb-20, 90, 87, 3, 69, 71, 18, 16,79.3,81.6,3.3
Mildura-Melbourne,Mildura,Melbourne,QantasLink,Feb-20, 90, 86, 4, 66, 58, 20, 28,76.7,67.4,4.4
Mount Isa-Brisbane,Mount Isa,Brisbane,QantasLink,Feb-20, 53, 53, 0, 47, 45, 6, 8,88.7,84.9,0.0
Newcastle-Brisbane,Newcastle,Brisbane,QantasLink,Feb-20, 86, 83, 3, 64, 62, 19, 21,77.1,74.7,3.5
Newman-Perth,Newman,Perth,QantasLink,Feb-20, 84, 80, 4, 61, 62, 19, 18,76.3,77.5,4.8
Perth-Broome,Perth,Broome,QantasLink,Feb-20, 78, 78, 0, 67, 64, 11, 14,85.9,82.1,0.0
Perth-Kalgoorlie,Perth,Kalgoorlie,QantasLink,Feb-20, 65, 64, 1, 52, 50, 12, 14,81.3,78.1,1.5
Perth-Karratha,Perth,Karratha,QantasLink,Feb-20, 118, 108, 10, 90, 86, 18, 22,83.3,79.6,8.5
Perth-Newman,Perth,Newman,QantasLink,Feb-20, 87, 84, 3, 70, 65, 14, 19,83.3,77.4,3.4
Perth-Port Hedland,Perth,Port Hedland,QantasLink,Feb-20, 109, 98, 11, 82, 77, 16, 21,83.7,78.6,10.1
Port Hedland-Perth,Port Hedland,Perth,QantasLink,Feb-20, 109, 95, 14, 74, 70, 21, 25,77.9,73.7,12.8
Port Lincoln-Adelaide,Port Lincoln,Adelaide,QantasLink,Feb-20, 94, 92, 2, 77, 78, 15, 14,83.7,84.8,2.1
Port Macquarie-Sydney,Port Macquarie,Sydney,QantasLink,Feb-20, 107, 103, 4, 76, 75, 27, 28,73.8,72.8,3.7
Rockhampton-Brisbane,Rockhampton,Brisbane,QantasLink,Feb-20, 173, 173, 0, 136, 132, 37, 41,78.6,76.3,0.0
Sunshine Coast-Sydney,Sunshine Coast,Sydney,QantasLink,Feb-20, 55, 55, 0, 41, 43, 14, 12,74.5,78.2,0.0
Sydney-Albury,Sydney,Albury,QantasLink,Feb-20, 101, 98, 3, 58, 64, 40, 34,59.2,65.3,3.0
Sydney-Armidale,Sydney,Armidale,QantasLink,Feb-20, 107, 103, 4, 74, 69, 29, 34,71.8,67.0,3.7
Sydney-Brisbane,Sydney,Brisbane,QantasLink,Feb-20, 5, 5, 0, 4, 4, 1, 1,80.0,80.0,0.0
Sydney-Canberra,Sydney,Canberra,QantasLink,Feb-20, 459, 441, 18, 338, 334, 103, 107,76.6,75.7,3.9
Sydney-Coffs Harbour,Sydney,Coffs Harbour,QantasLink,Feb-20, 135, 133, 2, 90, 86, 43, 47,67.7,64.7,1.5
Sydney-Dubbo,Sydney,Dubbo,QantasLink,Feb-20, 115, 111, 4, 78, 75, 33, 36,70.3,67.6,3.5
Sydney-Gold Coast,Sydney,Gold Coast,QantasLink,Feb-20, 72, 71, 1, 41, 41, 30, 30,57.7,57.7,1.4
Sydney-Hamilton Island,Sydney,Hamilton Island,QantasLink,Feb-20, 20, 20, 0, 14, 13, 6, 7,70.0,65.0,0.0
Sydney-Hobart,Sydney,Hobart,QantasLink,Feb-20, 73, 73, 0, 45, 45, 28, 28,61.6,61.6,0.0
Sydney-Port Macquarie,Sydney,Port Macquarie,QantasLink,Feb-20, 108, 105, 3, 69, 64, 36, 41,65.7,61.0,2.8
Sydney-Sunshine Coast,Sydney,Sunshine Coast,QantasLink,Feb-20, 54, 54, 0, 40, 39, 14, 15,74.1,72.2,0.0
Sydney-Tamworth,Sydney,Tamworth,QantasLink,Feb-20, 135, 129, 6, 91, 85, 38, 44,70.5,65.9,4.4
Sydney-Wagga Wagga,Sydney,Wagga Wagga,QantasLink,Feb-20, 97, 95, 2, 58, 65, 37, 30,61.1,68.4,2.1
Tamworth-Sydney,Tamworth,Sydney,QantasLink,Feb-20, 130, 123, 7, 77, 81, 46, 42,62.6,65.9,5.4
Townsville-Brisbane,Townsville,Brisbane,QantasLink,Feb-20, 106, 106, 0, 85, 79, 21, 27,80.2,74.5,0.0
Townsville-Cairns,Townsville,Cairns,QantasLink,Feb-20, 127, 126, 1, 109, 110, 17, 16,86.5,87.3,0.8
Wagga Wagga-Sydney,Wagga Wagga,Sydney,QantasLink,Feb-20, 98, 95, 3, 69, 66, 26, 29,72.6,69.5,3.1
All Ports-All Ports,All Ports,All Ports,QantasLink,Feb-20,9 908,9 659, 249,7 496,7 301,2 163,2 358,77.6,75.6,2.5
Adelaide-Port Lincoln,Adelaide,Port Lincoln,Regional Express,Feb-20, 186, 186, 0, 178, 177, 8, 9,95.7,95.2,0.0
Albury-Sydney,Albury,Sydney,Regional Express,Feb-20, 89, 89, 0, 75, 67, 14, 22,84.3,75.3,0.0
Armidale-Sydney,Armidale,Sydney,Regional Express,Feb-20, 66, 62, 4, 44, 39, 18, 23,71.0,62.9,6.1
Ballina-Sydney,Ballina,Sydney,Regional Express,Feb-20, 22, 22, 0, 16, 14, 6, 8,72.7,63.6,0.0
Cairns-Townsville,Cairns,Townsville,Regional Express,Feb-20, 12, 12, 0, 9, 9, 3, 3,75.0,75.0,0.0
Dubbo-Sydney,Dubbo,Sydney,Regional Express,Feb-20, 118, 116, 2, 80, 70, 36, 46,69.0,60.3,1.7
Melbourne-Mildura,Melbourne,Mildura,Regional Express,Feb-20, 69, 69, 0, 62, 58, 7, 11,89.9,84.1,0.0
Mildura-Melbourne,Mildura,Melbourne,Regional Express,Feb-20, 69, 69, 0, 53, 49, 16, 20,76.8,71.0,0.0
Port Lincoln-Adelaide,Port Lincoln,Adelaide,Regional Express,Feb-20, 185, 185, 0, 174, 165, 11, 20,94.1,89.2,0.0
Sydney-Albury,Sydney,Albury,Regional Express,Feb-20, 89, 89, 0, 78, 76, 11, 13,87.6,85.4,0.0
Sydney-Armidale,Sydney,Armidale,Regional Express,Feb-20, 65, 62, 3, 51, 50, 11, 12,82.3,80.6,4.6
Sydney-Ballina,Sydney,Ballina,Regional Express,Feb-20, 20, 20, 0, 15, 15, 5, 5,75.0,75.0,0.0
Sydney-Dubbo,Sydney,Dubbo,Regional Express,Feb-20, 121, 119, 2, 93, 93, 26, 26,78.2,78.2,1.7
Sydney-Wagga Wagga,Sydney,Wagga Wagga,Regional Express,Feb-20, 118, 118, 0, 107, 106, 11, 12,90.7,89.8,0.0
Townsville-Cairns,Townsville,Cairns,Regional Express,Feb-20, 12, 12, 0, 11, 11, 1, 1,91.7,91.7,0.0
Wagga Wagga-Sydney,Wagga Wagga,Sydney,Regional Express,Feb-20, 118, 118, 0, 99, 83, 19, 35,83.9,70.3,0.0
All Ports-All Ports,All Ports,All Ports,Regional Express,Feb-20,5 614,5 561, 53,4 615,4 412, 946,1 149,83.0,79.3,0.9
Adelaide-Brisbane,Adelaide,Brisbane,Tigerair Australia,Feb-20, 19, 19, 0, 15, 14, 4, 5,78.9,73.7,0.0
Adelaide-Melbourne,Adelaide,Melbourne,Tigerair Australia,Feb-20, 58, 57, 1, 39, 38, 18, 19,68.4,66.7,1.7
Adelaide-Sydney,Adelaide,Sydney,Tigerair Australia,Feb-20, 17, 17, 0, 9, 8, 8, 9,52.9,47.1,0.0
Brisbane-Adelaide,Brisbane,Adelaide,Tigerair Australia,Feb-20, 19, 19, 0, 14, 15, 5, 4,73.7,78.9,0.0
Brisbane-Cairns,Brisbane,Cairns,Tigerair Australia,Feb-20, 28, 27, 1, 19, 19, 8, 8,70.4,70.4,3.6
Brisbane-Canberra,Brisbane,Canberra,Tigerair Australia,Feb-20, 20, 20, 0, 17, 18, 3, 2,85.0,90.0,0.0
Brisbane-Melbourne,Brisbane,Melbourne,Tigerair Australia,Feb-20, 103, 101, 2, 73, 70, 28, 31,72.3,69.3,1.9
Brisbane-Sydney,Brisbane,Sydney,Tigerair Australia,Feb-20, 110, 105, 5, 79, 70, 26, 35,75.2,66.7,4.5
Cairns-Brisbane,Cairns,Brisbane,Tigerair Australia,Feb-20, 28, 27, 1, 19, 20, 8, 7,70.4,74.1,3.6
Cairns-Melbourne,Cairns,Melbourne,Tigerair Australia,Feb-20, 30, 30, 0, 23, 19, 7, 11,76.7,63.3,0.0
Cairns-Sydney,Cairns,Sydney,Tigerair Australia,Feb-20, 28, 28, 0, 25, 24, 3, 4,89.3,85.7,0.0
Canberra-Brisbane,Canberra,Brisbane,Tigerair Australia,Feb-20, 20, 20, 0, 18, 17, 2, 3,90.0,85.0,0.0
Canberra-Melbourne,Canberra,Melbourne,Tigerair Australia,Feb-20, 37, 37, 0, 27, 27, 10, 10,73.0,73.0,0.0
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Tigerair Australia,Feb-20, 12, 12, 0, 8, 6, 4, 6,66.7,50.0,0.0
Gold Coast-Melbourne,Gold Coast,Melbourne,Tigerair Australia,Feb-20, 70, 70, 0, 42, 47, 28, 23,60.0,67.1,0.0
Gold Coast-Sydney,Gold Coast,Sydney,Tigerair Australia,Feb-20, 72, 70, 2, 38, 38, 32, 32,54.3,54.3,2.8
Hobart-Melbourne,Hobart,Melbourne,Tigerair Australia,Feb-20, 34, 34, 0, 23, 18, 11, 16,67.6,52.9,0.0
Melbourne-Adelaide,Melbourne,Adelaide,Tigerair Australia,Feb-20, 58, 57, 1, 46, 42, 11, 15,80.7,73.7,1.7
Melbourne-Brisbane,Melbourne,Brisbane,Tigerair Australia,Feb-20, 103, 101, 2, 92, 81, 9, 20,91.1,80.2,1.9
Melbourne-Cairns,Melbourne,Cairns,Tigerair Australia,Feb-20, 30, 30, 0, 27, 27, 3, 3,90.0,90.0,0.0
Melbourne-Canberra,Melbourne,Canberra,Tigerair Australia,Feb-20, 37, 37, 0, 28, 28, 9, 9,75.7,75.7,0.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Tigerair Australia,Feb-20, 70, 70, 0, 59, 45, 11, 25,84.3,64.3,0.0
Melbourne-Hobart,Melbourne,Hobart,Tigerair Australia,Feb-20, 34, 34, 0, 32, 29, 2, 5,94.1,85.3,0.0
Melbourne-Perth,Melbourne,Perth,Tigerair Australia,Feb-20, 44, 44, 0, 36, 38, 8, 6,81.8,86.4,0.0
Melbourne-Sydney,Melbourne,Sydney,Tigerair Australia,Feb-20, 213, 198, 15, 140, 117, 58, 81,70.7,59.1,7.0
Perth-Melbourne,Perth,Melbourne,Tigerair Australia,Feb-20, 45, 45, 0, 35, 38, 10, 7,77.8,84.4,0.0
Perth-Sydney,Perth,Sydney,Tigerair Australia,Feb-20, 25, 24, 1, 14, 15, 10, 9,58.3,62.5,4.0
Proserpine-Sydney,Proserpine,Sydney,Tigerair Australia,Feb-20, 1, 1, 0, 0, 0, 1, 1,0.0,0.0,0.0
Sydney-Adelaide,Sydney,Adelaide,Tigerair Australia,Feb-20, 18, 18, 0, 11, 9, 7, 9,61.1,50.0,0.0
Sydney-Brisbane,Sydney,Brisbane,Tigerair Australia,Feb-20, 110, 105, 5, 73, 59, 32, 46,69.5,56.2,4.5
Sydney-Cairns,Sydney,Cairns,Tigerair Australia,Feb-20, 28, 28, 0, 26, 25, 2, 3,92.9,89.3,0.0
Sydney-Coffs Harbour,Sydney,Coffs Harbour,Tigerair Australia,Feb-20, 12, 12, 0, 9, 9, 3, 3,75.0,75.0,0.0
Sydney-Gold Coast,Sydney,Gold Coast,Tigerair Australia,Feb-20, 72, 70, 2, 45, 42, 25, 28,64.3,60.0,2.8
Sydney-Melbourne,Sydney,Melbourne,Tigerair Australia,Feb-20, 212, 197, 15, 130, 124, 67, 73,66.0,62.9,7.1
Sydney-Perth,Sydney,Perth,Tigerair Australia,Feb-20, 24, 24, 0, 12, 17, 12, 7,50.0,70.8,0.0
Sydney-Proserpine,Sydney,Proserpine,Tigerair Australia,Feb-20, 1, 1, 0, 0, 0, 1, 1,0.0,0.0,0.0
All Ports-All Ports,All Ports,All Ports,Tigerair Australia,Feb-20,1 890,1 837, 53,1 333,1 243, 504, 594,72.6,67.7,2.8
Adelaide-Alice Springs,Adelaide,Alice Springs,Virgin Australia,Feb-20, 7, 7, 0, 5, 5, 2, 2,71.4,71.4,0.0
Adelaide-Brisbane,Adelaide,Brisbane,Virgin Australia,Feb-20, 105, 105, 0, 90, 87, 15, 18,85.7,82.9,0.0
Adelaide-Canberra,Adelaide,Canberra,Virgin Australia,Feb-20, 25, 25, 0, 20, 20, 5, 5,80.0,80.0,0.0
Adelaide-Gold Coast,Adelaide,Gold Coast,Virgin Australia,Feb-20, 30, 30, 0, 30, 28, 0, 2,100.0,93.3,0.0
Adelaide-Melbourne,Adelaide,Melbourne,Virgin Australia,Feb-20, 259, 254, 5, 213, 206, 41, 48,83.9,81.1,1.9
Adelaide-Perth,Adelaide,Perth,Virgin Australia,Feb-20, 36, 36, 0, 32, 33, 4, 3,88.9,91.7,0.0
Adelaide-Sydney,Adelaide,Sydney,Virgin Australia,Feb-20, 155, 148, 7, 134, 127, 14, 21,90.5,85.8,4.5
Albury-Sydney,Albury,Sydney,Virgin Australia,Feb-20, 43, 43, 0, 30, 29, 13, 14,69.8,67.4,0.0
Alice Springs-Adelaide,Alice Springs,Adelaide,Virgin Australia,Feb-20, 7, 7, 0, 5, 5, 2, 2,71.4,71.4,0.0
Ayers Rock-Sydney,Ayers Rock,Sydney,Virgin Australia,Feb-20, 29, 28, 1, 23, 26, 5, 2,82.1,92.9,3.4
Ballina-Sydney,Ballina,Sydney,Virgin Australia,Feb-20, 29, 28, 1, 20, 22, 8, 6,71.4,78.6,3.4
Brisbane-Adelaide,Brisbane,Adelaide,Virgin Australia,Feb-20, 104, 104, 0, 81, 84, 23, 20,77.9,80.8,0.0
Brisbane-Bundaberg,Brisbane,Bundaberg,Virgin Australia,Feb-20, 29, 29, 0, 25, 21, 4, 8,86.2,72.4,0.0
Brisbane-Cairns,Brisbane,Cairns,Virgin Australia,Feb-20, 115, 114, 1, 92, 90, 22, 24,80.7,78.9,0.9
Brisbane-Canberra,Brisbane,Canberra,Virgin Australia,Feb-20, 86, 86, 0, 64, 68, 22, 18,74.4,79.1,0.0
Brisbane-Darwin,Brisbane,Darwin,Virgin Australia,Feb-20, 29, 29, 0, 23, 19, 6, 10,79.3,65.5,0.0
Brisbane-Emerald,Brisbane,Emerald,Virgin Australia,Feb-20, 46, 46, 0, 40, 41, 6, 5,87.0,89.1,0.0
Brisbane-Gladstone,Brisbane,Gladstone,Virgin Australia,Feb-20, 69, 69, 0, 66, 60, 3, 9,95.7,87.0,0.0
Brisbane-Hamilton Island,Brisbane,Hamilton Island,Virgin Australia,Feb-20, 29, 29, 0, 26, 27, 3, 2,89.7,93.1,0.0
Brisbane-Hobart,Brisbane,Hobart,Virgin Australia,Feb-20, 37, 36, 1, 31, 33, 5, 3,86.1,91.7,2.7
Brisbane-Mackay,Brisbane,Mackay,Virgin Australia,Feb-20, 129, 129, 0, 105, 91, 24, 38,81.4,70.5,0.0
Brisbane-Melbourne,Brisbane,Melbourne,Virgin Australia,Feb-20, 328, 308, 20, 237, 229, 71, 79,76.9,74.4,6.1
Brisbane-Mount Isa,Brisbane,Mount Isa,Virgin Australia,Feb-20, 16, 16, 0, 15, 16, 1, 0,93.8,100.0,0.0
Brisbane-Newcastle,Brisbane,Newcastle,Virgin Australia,Feb-20, 81, 81, 0, 69, 65, 12, 16,85.2,80.2,0.0
Brisbane-Perth,Brisbane,Perth,Virgin Australia,Feb-20, 102, 102, 0, 60, 54, 42, 48,58.8,52.9,0.0
Brisbane-Proserpine,Brisbane,Proserpine,Virgin Australia,Feb-20, 33, 33, 0, 30, 29, 3, 4,90.9,87.9,0.0
Brisbane-Rockhampton,Brisbane,Rockhampton,Virgin Australia,Feb-20, 126, 125, 1, 99, 92, 26, 33,79.2,73.6,0.8
Brisbane-Sydney,Brisbane,Sydney,Virgin Australia,Feb-20, 473, 446, 27, 349, 322, 97, 124,78.3,72.2,5.7
Brisbane-Townsville,Brisbane,Townsville,Virgin Australia,Feb-20, 133, 132, 1, 95, 89, 37, 43,72.0,67.4,0.8
Broome-Perth,Broome,Perth,Virgin Australia,Feb-20, 8, 8, 0, 7, 7, 1, 1,87.5,87.5,0.0
Bundaberg-Brisbane,Bundaberg,Brisbane,Virgin Australia,Feb-20, 29, 29, 0, 20, 20, 9, 9,69.0,69.0,0.0
Cairns-Brisbane,Cairns,Brisbane,Virgin Australia,Feb-20, 115, 114, 1, 98, 96, 16, 18,86.0,84.2,0.9
Cairns-Melbourne,Cairns,Melbourne,Virgin Australia,Feb-20, 29, 29, 0, 27, 25, 2, 4,93.1,86.2,0.0
Cairns-Sydney,Cairns,Sydney,Virgin Australia,Feb-20, 78, 75, 3, 61, 62, 14, 13,81.3,82.7,3.8
Canberra-Adelaide,Canberra,Adelaide,Virgin Australia,Feb-20, 25, 25, 0, 19, 19, 6, 6,76.0,76.0,0.0
Canberra-Brisbane,Canberra,Brisbane,Virgin Australia,Feb-20, 86, 86, 0, 75, 71, 11, 15,87.2,82.6,0.0
Canberra-Melbourne,Canberra,Melbourne,Virgin Australia,Feb-20, 153, 151, 2, 126, 120, 25, 31,83.4,79.5,1.3
Canberra-Sydney,Canberra,Sydney,Virgin Australia,Feb-20, 220, 210, 10, 180, 171, 30, 39,85.7,81.4,4.5
Coffs Harbour-Sydney,Coffs Harbour,Sydney,Virgin Australia,Feb-20, 29, 29, 0, 23, 24, 6, 5,79.3,82.8,0.0
Darwin-Brisbane,Darwin,Brisbane,Virgin Australia,Feb-20, 29, 29, 0, 25, 20, 4, 9,86.2,69.0,0.0
Darwin-Melbourne,Darwin,Melbourne,Virgin Australia,Feb-20, 29, 29, 0, 24, 24, 5, 5,82.8,82.8,0.0
Darwin-Perth,Darwin,Perth,Virgin Australia,Feb-20, 15, 15, 0, 12, 11, 3, 4,80.0,73.3,0.0
Darwin-Sydney,Darwin,Sydney,Virgin Australia,Feb-20, 16, 15, 1, 14, 12, 1, 3,93.3,80.0,6.3
Emerald-Brisbane,Emerald,Brisbane,Virgin Australia,Feb-20, 45, 45, 0, 38, 40, 7, 5,84.4,88.9,0.0
Gladstone-Brisbane,Gladstone,Brisbane,Virgin Australia,Feb-20, 69, 69, 0, 59, 55, 10, 14,85.5,79.7,0.0
Gold Coast-Adelaide,Gold Coast,Adelaide,Virgin Australia,Feb-20, 30, 30, 0, 22, 27, 8, 3,73.3,90.0,0.0
Gold Coast-Melbourne,Gold Coast,Melbourne,Virgin Australia,Feb-20, 178, 178, 0, 119, 139, 59, 39,66.9,78.1,0.0
Gold Coast-Sydney,Gold Coast,Sydney,Virgin Australia,Feb-20, 224, 220, 4, 139, 151, 81, 69,63.2,68.6,1.8
Hamilton Island-Brisbane,Hamilton Island,Brisbane,Virgin Australia,Feb-20, 29, 29, 0, 26, 27, 3, 2,89.7,93.1,0.0
Hamilton Island-Sydney,Hamilton Island,Sydney,Virgin Australia,Feb-20, 22, 21, 1, 17, 17, 4, 4,81.0,81.0,4.5
Hobart-Brisbane,Hobart,Brisbane,Virgin Australia,Feb-20, 38, 37, 1, 35, 31, 2, 6,94.6,83.8,2.6
Hobart-Melbourne,Hobart,Melbourne,Virgin Australia,Feb-20, 137, 137, 0, 111, 94, 26, 43,81.0,68.6,0.0
Hobart-Sydney,Hobart,Sydney,Virgin Australia,Feb-20, 66, 64, 2, 54, 43, 10, 21,84.4,67.2,3.0
Kalgoorlie-Perth,Kalgoorlie,Perth,Virgin Australia,Feb-20, 15, 15, 0, 13, 13, 2, 2,86.7,86.7,0.0
Karratha-Perth,Karratha,Perth,Virgin Australia,Feb-20, 9, 9, 0, 7, 6, 2, 3,77.8,66.7,0.0
Launceston-Melbourne,Launceston,Melbourne,Virgin Australia,Feb-20, 92, 92, 0, 77, 72, 15, 20,83.7,78.3,0.0
Launceston-Sydney,Launceston,Sydney,Virgin Australia,Feb-20, 27, 27, 0, 25, 24, 2, 3,92.6,88.9,0.0
Mackay-Brisbane,Mackay,Brisbane,Virgin Australia,Feb-20, 129, 129, 0, 102, 103, 27, 26,79.1,79.8,0.0
Melbourne-Adelaide,Melbourne,Adelaide,Virgin Australia,Feb-20, 259, 254, 5, 213, 196, 41, 58,83.9,77.2,1.9
Melbourne-Brisbane,Melbourne,Brisbane,Virgin Australia,Feb-20, 326, 309, 17, 269, 241, 40, 68,87.1,78.0,5.2
Melbourne-Cairns,Melbourne,Cairns,Virgin Australia,Feb-20, 29, 29, 0, 28, 28, 1, 1,96.6,96.6,0.0
Melbourne-Canberra,Melbourne,Canberra,Virgin Australia,Feb-20, 152, 150, 2, 125, 118, 25, 32,83.3,78.7,1.3
Melbourne-Darwin,Melbourne,Darwin,Virgin Australia,Feb-20, 28, 28, 0, 22, 21, 6, 7,78.6,75.0,0.0
Melbourne-Gold Coast,Melbourne,Gold Coast,Virgin Australia,Feb-20, 178, 178, 0, 154, 122, 24, 56,86.5,68.5,0.0
Melbourne-Hobart,Melbourne,Hobart,Virgin Australia,Feb-20, 137, 137, 0, 114, 109, 23, 28,83.2,79.6,0.0
Melbourne-Launceston,Melbourne,Launceston,Virgin Australia,Feb-20, 91, 91, 0, 74, 71, 17, 20,81.3,78.0,0.0
Melbourne-Mildura,Melbourne,Mildura,Virgin Australia,Feb-20, 29, 29, 0, 28, 25, 1, 4,96.6,86.2,0.0
Melbourne-Newcastle,Melbourne,Newcastle,Virgin Australia,Feb-20, 29, 29, 0, 26, 19, 3, 10,89.7,65.5,0.0
Melbourne-Perth,Melbourne,Perth,Virgin Australia,Feb-20, 134, 134, 0, 100, 100, 34, 34,74.6,74.6,0.0
Melbourne-Sunshine Coast,Melbourne,Sunshine Coast,Virgin Australia,Feb-20, 60, 60, 0, 49, 46, 11, 14,81.7,76.7,0.0
Melbourne-Sydney,Melbourne,Sydney,Virgin Australia,Feb-20, 675, 619, 56, 532, 451, 87, 168,85.9,72.9,8.3
Mildura-Melbourne,Mildura,Melbourne,Virgin Australia,Feb-20, 29, 29, 0, 26, 24, 3, 5,89.7,82.8,0.0
Mount Isa-Brisbane,Mount Isa,Brisbane,Virgin Australia,Feb-20, 12, 12, 0, 11, 10, 1, 2,91.7,83.3,0.0
Newcastle-Brisbane,Newcastle,Brisbane,Virgin Australia,Feb-20, 82, 82, 0, 69, 63, 13, 19,84.1,76.8,0.0
Newcastle-Melbourne,Newcastle,Melbourne,Virgin Australia,Feb-20, 29, 29, 0, 22, 20, 7, 9,75.9,69.0,0.0
Newman-Perth,Newman,Perth,Virgin Australia,Feb-20, 12, 12, 0, 10, 10, 2, 2,83.3,83.3,0.0
Perth-Adelaide,Perth,Adelaide,Virgin Australia,Feb-20, 36, 36, 0, 30, 29, 6, 7,83.3,80.6,0.0
Perth-Brisbane,Perth,Brisbane,Virgin Australia,Feb-20, 101, 101, 0, 76, 86, 25, 15,75.2,85.1,0.0
Perth-Broome,Perth,Broome,Virgin Australia,Feb-20, 8, 8, 0, 6, 6, 2, 2,75.0,75.0,0.0
Perth-Darwin,Perth,Darwin,Virgin Australia,Feb-20, 15, 15, 0, 13, 12, 2, 3,86.7,80.0,0.0
Perth-Kalgoorlie,Perth,Kalgoorlie,Virgin Australia,Feb-20, 15, 15, 0, 14, 13, 1, 2,93.3,86.7,0.0
Perth-Karratha,Perth,Karratha,Virgin Australia,Feb-20, 9, 9, 0, 8, 8, 1, 1,88.9,88.9,0.0
Perth-Melbourne,Perth,Melbourne,Virgin Australia,Feb-20, 134, 134, 0, 120, 111, 14, 23,89.6,82.8,0.0
Perth-Newman,Perth,Newman,Virgin Australia,Feb-20, 12, 12, 0, 11, 12, 1, 0,91.7,100.0,0.0
Perth-Port Hedland,Perth,Port Hedland,Virgin Australia,Feb-20, 9, 9, 0, 9, 9, 0, 0,100.0,100.0,0.0
Perth-Sydney,Perth,Sydney,Virgin Australia,Feb-20, 112, 111, 1, 100, 90, 11, 21,90.1,81.1,0.9
Port Hedland-Perth,Port Hedland,Perth,Virgin Australia,Feb-20, 9, 9, 0, 8, 8, 1, 1,88.9,88.9,0.0
Port Macquarie-Sydney,Port Macquarie,Sydney,Virgin Australia,Feb-20, 45, 44, 1, 27, 29, 17, 15,61.4,65.9,2.2
Proserpine-Brisbane,Proserpine,Brisbane,Virgin Australia,Feb-20, 33, 33, 0, 25, 26, 8, 7,75.8,78.8,0.0
Rockhampton-Brisbane,Rockhampton,Brisbane,Virgin Australia,Feb-20, 127, 126, 1, 104, 103, 22, 23,82.5,81.7,0.8
